district,chronic_diseases_count,disability_characteristics_count,child_youth_welfare_count,disability_welfare_count,women_welfare_count,elderly_welfare_count,homeless_welfare_count,other_welfare_count,housing_issues_count,health_issues_count,education_issues_count,employment_income_issues_count,family_issues_count,violence_issues_count,human_trafficking_issues_count,social_justice_access_issues_count,other_social_issues_count
เทศบาลตำบลหนองบัวระเหว,0,5,50,1,1,3,0,18,0,0,0,73,12,0,0,9,1
เทศบาลตำบลหนองบัวแดง,2,9,23,1,2,7,1,12,2,1,0,72,15,0,0,10,0
เทศบาลตำบลหนองบัวโคก,0,0,7,0,0,0,0,5,0,0,0,5,0,0,0,0,0
เทศบาลตำบลหนองปล้อง,21,4,109,5,37,76,2,98,49,4,26,115,89,0,0,1,4
เทศบาลตำบลหนองป่าครั่ง,2,4,82,4,0,13,1,20,30,5,15,288,159,0,0,1,0
เทศบาลตำบลหนองผึ้ง,0,5,98,8,1,21,1,40,15,8,18,147,69,0,0,2,1
เทศบาลตำบลหนองผือ,0,1,7,0,0,0,0,1,0,2,0,128,15,0,0,9,0
เทศบาลตำบลหนองพยอม,17,9,27,10,8,45,3,48,39,2,5,69,54,0,0,0,1
เทศบาลตำบลหนองพอก,2,8,1,7,0,6,0,4,14,9,2,134,37,0,0,7,0
เทศบาลตำบลหนองม่วงไข่,7,6,7,3,0,4,3,4,5,23,4,116,51,0,0,0,0
เทศบาลตำบลหนองยวง,81,67,47,68,2,139,15,207,43,75,9,362,399,0,0,1,0
เทศบาลตำบลหนองล่อง,140,100,169,105,14,222,32,263,133,68,29,672,454,0,0,1,0
เทศบาลตำบลหนองสระ,25,11,40,13,4,30,3,31,27,11,8,47,58,0,0,0,0
เทศบาลตำบลหนองสอ,2,6,4,6,2,28,3,78,109,14,6,330,63,0,0,0,0
เทศบาลตำบลหนองสองห้อง,1,0,10,0,0,1,0,1,1,0,1,20,5,0,0,0,0
เทศบาลตำบลหนองหอย,0,1,26,1,0,5,0,11,12,2,5,74,50,0,0,0,0
เทศบาลตำบลหนองหิน,2,0,1,0,0,7,2,8,0,0,0,9,1,0,0,0,0
เทศบาลตำบลหนองเสือ,6,18,12,15,0,24,0,13,12,14,3,70,48,0,0,1,0
เทศบาลตำบลหนองแค,6,18,18,15,0,42,0,52,49,10,4,106,17,0,0,0,2
เทศบาลตำบลหนองแซง,7,4,15,1,36,76,141,144,76,18,0,131,67,0,0,12,0
เทศบาลตำบลหนองแปน,28,30,31,21,4,147,3,115,34,17,26,679,304,2,0,3,0
เทศบาลตำบลหนองโดน,0,2,1,2,0,4,0,3,0,3,1,5,3,0,0,0,0
เทศบาลตำบลหนองใหญ่,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
เทศบาลตำบลหนองไผ่,0,0,2,0,0,3,0,3,6,1,0,24,7,0,0,0,0
เทศบาลตำบลหน้าพระลาน,12,14,2,17,1,27,0,10,7,6,0,49,7,0,0,0,0
เทศบาลตำบลหน้าสตน,0,1,57,2,0,9,10,13,1,0,0,52,15,0,0,0,1
เทศบาลตำบลหมอนนาง,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
เทศบาลตำบลหลวงเหนือ,13,9,15,8,0,54,8,10,5,2,0,39,71,0,0,0,0
เทศบาลตำบลหลักห้า,10,10,72,10,7,31,17,42,51,48,20,68,77,0,0,25,0
เทศบาลตำบลหล่มเก่า,21,4,1,4,0,18,0,12,28,3,0,95,11,0,0,0,0
เทศบาลตำบลหอคำ,35,11,27,10,68,96,19,81,38,15,6,176,122,0,0,26,0
เทศบาลตำบลหอมศีล,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
เทศบาลตำบลหอไกร,11,34,81,28,26,105,1,79,46,14,40,257,160,0,0,0,1
เทศบาลตำบลหันคา,0,5,0,4,0,3,3,19,1,0,0,33,3,0,0,10,0
เทศบาลตำบลหัวช้าง,3,2,0,4,0,8,0,6,2,4,0,42,9,0,0,0,0
เทศบาลตำบลหัวดง,28,12,157,13,6,81,7,60,42,7,35,134,176,0,0,4,0
เทศบาลตำบลหัวตะพาน,0,0,0,0,0,0,0,0,1,1,2,9,11,0,0,2,0
เทศบาลตำบลหัวนา,0,3,10,0,0,0,0,2,1,3,0,15,12,0,0,0,0
เทศบาลตำบลหัวนาคำ,1,2,110,2,0,11,0,95,2,5,13,491,40,0,0,0,0
เทศบาลตำบลหัวสะพาน,11,1,24,2,9,29,3,39,1,26,3,45,15,0,0,0,0
เทศบาลตำบลหัวสำโรง,2,1,14,1,0,1,0,1,2,1,3,13,22,0,0,0,0
เทศบาลตำบลหัวเวียง,7,9,1,8,0,22,0,24,3,1,0,13,30,0,0,1,0
เทศบาลตำบลหัวไทร,0,2,5,1,0,4,3,6,0,0,0,23,0,0,0,0,0
เทศบาลตำบลหางดง,3,1,22,1,0,0,1,3,8,3,1,47,17,0,0,0,0
เทศบาลตำบลหางน้ำสาคร,21,35,4,27,2,32,22,85,54,9,1,185,38,0,0,27,0
เทศบาลตำบลหาดกรวด,16,17,16,17,0,57,4,13,9,6,2,115,32,0,0,3,0
เทศบาลตำบลหาดคำ,23,9,22,7,1,16,8,23,27,18,13,241,123,1,0,9,0
เทศบาลตำบลหาดท่าเสา,25,16,29,13,2,32,5,183,51,7,4,100,21,0,0,8,0
เทศบาลตำบลหาดเจ้าสำราญ,0,0,34,0,0,1,0,28,0,10,21,40,32,0,0,0,0
เทศบาลตำบลหาดเสี้ยว,4,3,39,4,3,22,1,33,5,4,4,85,28,0,0,0,0
เทศบาลตำบลหารเทา,1,13,387,8,0,37,84,22,30,5,1,326,99,0,0,0,0
เทศบาลตำบลหินกอง,1,2,0,1,0,2,0,1,6,1,0,5,1,0,0,0,1
เทศบาลตำบลหินตก,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0
เทศบาลตำบลห้วยขะยุง,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
เทศบาลตำบลห้วยข้าวก่ำ,75,34,25,36,1,78,6,85,42,54,13,243,248,0,0,20,0
เทศบาลตำบลห้วยซ้อ,32,17,96,15,18,71,1,133,187,72,47,540,322,0,0,4,4
เทศบาลตำบลห้วยทับทัน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลตำบลห้วยผึ้ง,4,2,0,3,0,17,0,15,3,2,0,31,14,0,0,0,0
เทศบาลตำบลห้วยยอด,0,4,4,4,0,4,2,5,9,0,0,22,3,0,0,0,0
เทศบาลตำบลห้วยยาง,23,10,145,9,2,49,6,197,100,22,5,310,64,0,0,0,0
เทศบาลตำบลห้วยราช,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
เทศบาลตำบลห้วยลาน,36,21,62,23,2,46,1,124,12,10,27,122,134,0,0,4,0
เทศบาลตำบลห้วยหิน,0,0,0,0,0,0,0,0,1,0,0,8,9,0,0,0,0
เทศบาลตำบลห้วยอ้อ,0,2,0,0,0,0,0,0,2,7,0,45,24,0,0,0,0
เทศบาลตำบลห้วยเม็ก,0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0
เทศบาลตำบลห้วยโพธิ์,0,3,119,2,3,23,1,158,61,7,4,637,37,0,0,0,1
เทศบาลตำบลห้วยใหญ่,0,1,0,3,0,0,0,2,0,1,0,10,1,0,0,0,0
เทศบาลตำบลห้วยไคร้,0,0,2,0,0,3,0,4,1,0,0,10,2,0,0,0,0
เทศบาลตำบลห้างฉัตร,9,6,8,5,0,33,2,9,18,1,0,7,34,0,0,0,0
เทศบาลตำบลองครักษ์,4,0,2,0,1,1,2,2,4,106,0,7,5,0,0,1,0
เทศบาลตำบลอมก๋อย,0,2,20,2,1,0,0,5,0,0,0,19,18,0,0,0,0
เทศบาลตำบลอรัญญิก,17,10,5,6,2,49,2,27,18,6,0,87,55,0,0,0,8
เทศบาลตำบลอัคคะคำ,1,3,0,3,0,6,4,6,0,1,0,38,14,0,0,5,0
เทศบาลตำบลอัมพวา,7,0,13,0,0,3,0,0,0,4,0,26,21,0,0,3,0
เทศบาลตำบลอากาศอำนวย,1,2,24,0,0,4,6,34,10,2,7,33,37,0,0,0,0
เทศบาลตำบลอาจสามารถ,1,0,0,0,0,1,0,0,2,1,0,2,3,0,0,0,0
เทศบาลตำบลอำนาจ,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
เทศบาลตำบลอิตื้อ,9,4,113,5,8,8,2,70,11,4,2,338,125,0,0,0,0
เทศบาลตำบลอินทร์บุรี,2,0,0,0,0,3,0,0,2,1,0,2,0,0,0,0,0
เทศบาลตำบลอิสาณ,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0
เทศบาลตำบลอุทัย,5,3,0,3,0,4,0,1,0,2,0,11,20,0,0,0,0
เทศบาลตำบลอุบล,0,2,1,2,0,0,0,0,1,1,3,9,1,0,0,0,0
เทศบาลตำบลอุโมงค์,91,82,95,64,0,232,26,200,59,98,95,917,609,1,0,14,1
เทศบาลตำบลอุ่มเม้า,5,12,26,10,0,41,19,97,40,17,11,217,142,0,0,13,0
เทศบาลตำบลอุ้มผาง,1,1,0,1,0,2,0,4,0,1,0,8,4,0,0,0,0
เทศบาลตำบลอ่าวพะยูน,0,0,45,0,0,16,18,15,11,0,0,32,25,0,0,0,0
เทศบาลตำบลอ่าวลึกใต้,0,0,5,0,0,0,0,0,0,0,4,35,3,0,0,5,0
เทศบาลตำบลอ้อมใหญ่,0,0,0,0,0,0,0,0,5,0,0,54,0,0,0,0,0
เทศบาลตำบลเกษตรพัฒนา,3,2,41,0,6,15,15,17,20,0,16,27,18,0,0,4,0
เทศบาลตำบลเกษตรสมบูรณ์,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
เทศบาลตำบลเกษไชโย,128,9,30,8,2,63,5,62,24,32,1,90,108,1,0,3,2
เทศบาลตำบลเกาะขนุน,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
เทศบาลตำบลเกาะขวาง,1,0,3,1,0,2,0,4,0,0,0,18,12,0,0,0,0
เทศบาลตำบลเกาะคา,2,2,18,1,1,4,0,6,8,0,3,40,33,0,0,1,0
เทศบาลตำบลเกาะพะงัน,6,4,1,2,0,84,0,25,5,7,1,79,57,0,0,7,0
เทศบาลตำบลเกาะสีชัง,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2
เทศบาลตำบลเกาะหวาย,13,5,0,4,0,112,0,235,0,1,0,258,0,0,0,0,0
เทศบาลตำบลเกาะเพชร,0,5,238,4,3,16,0,17,0,0,1,224,21,0,0,0,4
เทศบาลตำบลเกาะแต้ว,27,1,16,2,7,21,0,23,1,0,0,145,15,0,0,32,0
เทศบาลตำบลเก้าเลี้ยว,7,4,7,2,0,5,0,68,24,91,3,373,48,0,0,2,1
เทศบาลตำบลเขมราฐ,1,0,41,0,0,3,0,9,0,2,6,177,49,0,0,2,0
เทศบาลตำบลเขาฉกรรจ์,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
เทศบาลตำบลเขาชัยสน,0,0,24,0,0,0,0,1,3,0,0,11,12,0,0,0,0
เทศบาลตำบลเขาชุมทอง,0,3,26,2,0,1,0,18,0,0,0,46,5,0,0,0,0
เทศบาลตำบลเขาทราย,0,0,2,0,0,1,0,1,0,0,1,1,1,0,0,0,0
เทศบาลตำบลเขานิพันธ์,4,6,0,19,0,74,0,91,4,26,6,201,143,0,0,0,0
เทศบาลตำบลเขาบางแกรก,55,12,60,13,26,67,3,49,18,23,9,68,53,0,0,0,0
เทศบาลตำบลเขาบายศรี,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0
เทศบาลตำบลเขาพนม,1,0,22,0,0,10,0,23,29,3,12,97,37,0,0,0,0
เทศบาลตำบลเขาพระ,17,3,89,3,1,25,18,151,19,2,1,226,29,0,0,0,0
เทศบาลตำบลเขาพระงาม,65,33,28,32,6,84,9,112,69,37,11,274,137,0,0,7,0
เทศบาลตำบลเขาย้อย,16,4,45,1,6,17,3,33,19,18,24,103,41,0,0,0,0
เทศบาลตำบลเขาหัวช้าง,2,2,10,2,0,6,8,4,6,0,0,24,19,0,0,0,0
เทศบาลตำบลเขาหินซ้อน,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0
เทศบาลตำบลเขาแก้ว,15,9,40,8,0,35,0,90,10,8,1,91,63,0,0,0,0
เทศบาลตำบลเขื่องใน,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0
เทศบาลตำบลเขื่อนบางลาง,7,8,21,4,3,7,10,43,4,3,4,43,35,0,0,8,0
เทศบาลตำบลเคียนซา,0,2,1,3,0,12,0,12,0,0,0,64,0,0,0,0,0
เทศบาลตำบลเจดีย์หลวง,3,0,1,0,0,4,0,13,4,3,5,35,20,0,0,0,0
เทศบาลตำบลเจดีย์แม่ครัว,5,1,22,0,0,3,0,5,0,3,2,37,28,0,0,3,0
เทศบาลตำบลเจริญศิลป์,0,3,24,4,0,6,4,19,19,1,6,48,56,0,0,0,0
เทศบาลตำบลเจ้าเจ็ด,2,4,34,5,1,1,0,8,0,0,8,6,13,0,0,0,0
เทศบาลตำบลเจ๊ะบิลัง,14,2,17,1,0,8,0,51,4,3,1,39,12,0,0,7,0
เทศบาลตำบลเฉลียงทอง,3,2,0,2,0,8,0,5,2,1,3,15,13,0,0,0,0
เทศบาลตำบลเชิงดอย,6,9,31,8,2,13,4,20,20,6,2,108,79,0,0,1,0
เทศบาลตำบลเชิงทะเล,6,4,13,4,1,2,0,6,0,0,3,3,9,0,0,1,0
เทศบาลตำบลเชียงกลม,1,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
เทศบาลตำบลเชียงกลาง,13,5,17,7,0,27,0,15,3,12,3,67,29,0,0,0,3
เทศบาลตำบลเชียงคาน,1,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0
เทศบาลตำบลเชียงคำ,3,0,25,0,0,7,0,2,1,0,0,6,0,0,0,0,0
เทศบาลตำบลเชียงดาว,2,1,20,1,1,2,0,7,6,2,0,33,26,0,0,4,0
เทศบาลตำบลเชียงม่วน,94,51,39,46,5,127,7,154,18,30,22,136,100,0,0,0,0
เทศบาลตำบลเชียงยืน,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
เทศบาลตำบลเชียงรากน้อย,72,11,46,11,0,42,0,60,1,12,21,47,179,0,0,2,0
เทศบาลตำบลเชียงเครือ,0,8,230,10,20,14,9,173,80,3,44,170,320,1,0,6,2
เทศบาลตำบลเชียงใหม่,0,4,1,4,0,13,1,5,2,1,0,55,19,0,0,2,0
เทศบาลตำบลเชียรใหญ่,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลตำบลเด่นชัย,0,4,1,4,0,23,0,15,1,53,1,225,90,0,0,0,26
เทศบาลตำบลเทพกระษัตรี,21,5,13,4,0,24,2,22,1,3,4,30,26,0,0,2,0
เทศบาลตำบลเทพนคร,35,25,25,36,2,63,4,146,108,44,9,467,234,0,0,24,1
เทศบาลตำบลเทพราช,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
เทศบาลตำบลเทพวงศา,0,0,1,0,0,0,0,0,0,0,18,117,1,0,0,0,0
เทศบาลตำบลเทพสถิต,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลตำบลเทพา,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
เทศบาลตำบลเนินกุ่ม,39,108,0,59,0,87,2,5,5,4,0,218,122,0,0,1,0
เทศบาลตำบลเนินขาม,2,2,6,3,0,17,67,36,5,1,0,163,20,0,0,0,0
เทศบาลตำบลเนินฆ้อ,1,0,9,0,4,6,2,6,7,1,0,43,2,0,0,0,0
เทศบาลตำบลเนินปอ,56,18,28,17,3,85,0,116,70,28,30,364,178,0,0,10,5
เทศบาลตำบลเนินมะกอก,15,12,57,11,6,56,2,24,19,7,21,87,81,0,0,1,0
เทศบาลตำบลเนินมะปราง,0,0,0,0,0,1,0,6,0,0,0,9,0,0,0,0,0
เทศบาลตำบลเนินสันติ,0,7,0,6,0,32,0,25,0,4,14,210,46,0,0,0,0
เทศบาลตำบลเฝ้าไร่,0,0,151,0,0,2,0,1,0,0,0,107,53,0,0,0,0
เทศบาลตำบลเมืองการุ้ง,0,1,0,1,0,2,0,2,0,0,0,0,2,0,0,0,0
เทศบาลตำบลเมืองขุขันธ์,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลตำบลเมืองคง,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
เทศบาลตำบลเมืองงาย,3,8,52,8,1,5,1,4,11,10,1,117,70,0,1,4,0
เทศบาลตำบลเมืองที,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
เทศบาลตำบลเมืองนะ,15,3,345,4,0,16,1,71,34,13,40,523,506,0,0,14,0
เทศบาลตำบลเมืองบัว,2,6,0,6,0,44,6,16,9,6,2,88,26,0,0,4,0
เทศบาลตำบลเมืองพาน,0,2,2,2,3,5,0,5,3,7,1,22,18,0,0,0,0
เทศบาลตำบลเมืองรามันห์,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
เทศบาลตำบลเมืองศรีไค,6,4,30,4,0,6,0,3,0,0,0,156,29,0,0,0,0
เทศบาลตำบลเมืองสรวง,8,18,15,15,17,95,3,204,18,162,2,538,67,0,0,16,0
เทศบาลตำบลเมืองเก่า,2,6,4,6,3,23,0,19,20,1,0,34,24,0,0,0,0
เทศบาลตำบลเมืองแกลง,0,0,19,0,1,0,0,1,3,0,0,24,1,0,0,1,0
เทศบาลตำบลเมืองไพร,20,9,127,11,2,26,1,118,10,15,8,124,114,0,0,3,0
เทศบาลตำบลเรณูนคร,1,1,0,0,2,5,1,0,4,4,0,32,7,0,0,6,0
เทศบาลตำบลเวียง,74,42,63,47,17,84,11,284,123,94,6,357,202,0,0,1,0
เทศบาลตำบลเวียงคุก,10,3,42,4,8,40,0,13,2,1,16,193,113,0,0,0,0
เทศบาลตำบลเวียงชัย,4,6,7,5,0,13,1,16,7,18,1,84,22,0,0,0,0
เทศบาลตำบลเวียงต้า,12,4,0,4,0,11,5,16,12,9,0,118,38,0,0,0,0
เทศบาลตำบลเวียงป่าเป้า,0,0,3,0,0,0,0,0,1,0,1,3,0,0,0,0,0
เทศบาลตำบลเวียงฝาง,1,0,3,0,0,5,1,1,6,4,0,36,27,0,0,3,0
เทศบาลตำบลเวียงพร้าว,0,13,31,16,0,102,0,85,13,14,98,851,259,0,0,2,0
เทศบาลตำบลเวียงพางคำ,1,2,20,2,1,4,0,13,4,2,2,23,29,0,0,0,0
เทศบาลตำบลเวียงมอก,64,14,78,9,2,26,6,18,29,10,50,226,126,0,0,3,0
เทศบาลตำบลเวียงยอง,32,41,21,46,5,74,3,49,19,20,18,225,127,0,0,6,0
เทศบาลตำบลเวียงลอ,104,39,230,40,12,152,18,193,49,72,33,604,329,0,0,8,10
เทศบาลตำบลเวียงสระ,33,17,0,13,0,139,0,111,9,32,4,169,36,0,0,0,0
เทศบาลตำบลเวียงเชียงของ,1,0,11,0,1,2,0,8,6,0,4,26,23,0,0,0,0
เทศบาลตำบลเวียงเชียงแสน,4,2,0,1,0,3,0,4,1,0,0,19,0,0,0,0,0
เทศบาลตำบลเวียงเทิง,4,4,5,1,0,0,0,4,13,8,4,31,16,0,0,0,0
เทศบาลตำบลเสนางคนิคม,0,0,1,0,0,0,0,0,1,1,0,12,1,0,0,1,0
เทศบาลตำบลเสม็ด,0,0,46,0,0,2,0,2,2,1,0,33,1,0,0,0,1
เทศบาลตำบลเสริมงาม,37,44,11,21,0,50,4,13,68,39,35,815,428,0,0,0,0
เทศบาลตำบลเสลภูมิ,1,2,17,4,0,11,1,38,4,4,0,66,33,0,0,0,0
เทศบาลตำบลเสาธงหิน,35,12,2,8,0,28,0,27,52,9,1,57,17,0,0,41,14
เทศบาลตำบลเสาไห้,7,7,2,7,0,5,0,6,12,5,0,22,8,0,0,0,0
เทศบาลตำบลเสือโฮก,103,10,70,23,55,112,109,124,56,13,1,296,56,0,0,27,0
เทศบาลตำบลเหนือคลอง,0,0,2,0,0,0,0,2,0,0,0,5,2,0,0,0,0
เทศบาลตำบลเหมืองง่า,43,37,52,39,9,98,9,103,27,54,29,454,311,0,0,13,0
เทศบาลตำบลเหมืองใหม่,2,1,3,0,0,1,0,0,3,0,0,5,5,0,0,4,0
เทศบาลตำบลแกดำ,1,1,4,0,0,5,7,2,0,1,1,18,48,0,0,0,0
เทศบาลตำบลแกลงกะเฉด,0,0,25,0,2,0,1,1,1,0,0,15,0,0,0,0,0
เทศบาลตำบลแก่งเสือเต้น,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0
เทศบาลตำบลแก้งคร้อ,0,0,4,1,0,2,0,1,0,0,0,4,0,0,0,0,0
เทศบาลตำบลแคนดง,0,0,0,0,0,0,0,0,0,0,0,37,79,0,0,0,0
เทศบาลตำบลแคมป์สน,45,13,6,19,0,14,0,10,19,11,1,82,12,0,0,0,0
เทศบาลตำบลแจ้ห่ม,15,9,19,6,0,30,0,6,10,3,5,103,46,0,0,0,0
เทศบาลตำบลแปลงยาว,0,0,0,0,0,0,0,0,0,0,0,25,43,0,0,0,0
เทศบาลตำบลแพรกศรีราชา,4,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0
เทศบาลตำบลแพรกษา,3,3,123,3,1,2,5,7,194,3,1,196,361,0,0,240,0
เทศบาลตำบลแม่กา,70,24,44,22,2,87,1,82,51,22,19,140,50,0,0,0,0
เทศบาลตำบลแม่กุ,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
เทศบาลตำบลแม่ขรี,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลตำบลแม่คำ,27,7,74,8,10,40,0,105,48,55,12,226,141,0,0,0,0
เทศบาลตำบลแม่คำมี,3,1,24,1,5,5,0,14,3,35,0,160,12,0,0,0,0
เทศบาลตำบลแม่จะเรา,155,8,15,13,2,105,15,126,2,3,0,397,86,0,0,5,0
เทศบาลตำบลแม่จัน,9,2,19,2,0,6,1,21,10,5,0,58,17,0,0,0,1
เทศบาลตำบลแม่จั๊วะ,1,0,0,0,0,1,0,1,0,0,1,11,12,0,0,0,1
เทศบาลตำบลแม่ตืน,20,15,7,13,0,26,0,15,11,3,9,116,93,0,0,1,0
เทศบาลตำบลแม่ต้าน,9,15,13,10,0,14,0,110,15,3,7,158,64,0,0,7,0
เทศบาลตำบลแม่ทะ,44,38,37,23,1,113,0,5,6,8,21,266,220,0,0,0,0
เทศบาลตำบลแม่ปั๋ง,4,3,59,4,0,29,1,50,22,18,21,214,182,0,0,0,0
เทศบาลตำบลแม่ปาน,1,0,0,0,0,0,1,0,0,0,0,19,5,0,0,0,0
เทศบาลตำบลแม่ปืม,33,20,61,23,17,153,2,99,18,2,10,205,18,0,0,0,0
เทศบาลตำบลแม่ปุ,29,17,32,17,10,96,9,52,11,3,17,115,116,0,0,0,0
เทศบาลตำบลแม่พริก,20,11,15,10,4,56,1,7,16,4,15,73,135,0,0,0,0
เทศบาลตำบลแม่ยาว,21,20,85,14,7,58,6,116,72,46,13,442,250,0,3,7,0
เทศบาลตำบลแม่ระมาด,4,2,14,4,0,32,14,27,3,0,0,45,20,0,0,1,0
เทศบาลตำบลแม่ริม,2,2,17,4,1,2,0,8,0,1,1,27,24,0,0,1,0
เทศบาลตำบลแม่ลานนา,3,0,0,0,0,0,0,0,3,5,0,31,20,0,0,0,0
เทศบาลตำบลแม่ลาน้อย,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
เทศบาลตำบลแม่ลาว,0,0,6,0,2,2,0,3,0,2,0,23,13,0,0,1,0
เทศบาลตำบลแม่วาง,3,7,3,3,0,9,0,0,5,8,3,25,23,0,0,1,0
เทศบาลตำบลแม่สรวย,2,1,9,0,0,6,0,24,8,3,7,49,31,0,0,0,1
เทศบาลตำบลแม่สะเรียง,0,0,1,0,0,0,1,2,0,0,0,1,12,0,0,0,0
เทศบาลตำบลแม่สาย,3,1,3,1,0,4,0,8,13,2,1,48,18,0,0,0,14
เทศบาลตำบลแม่หล่าย,0,1,23,1,0,2,0,8,2,19,0,56,11,0,0,0,0
เทศบาลตำบลแม่อาย,23,12,30,17,1,42,2,41,21,33,1,202,92,0,0,1,0
เทศบาลตำบลแม่เมาะ,32,16,12,17,1,48,25,26,19,14,12,290,136,0,0,0,0
เทศบาลตำบลแม่แจ่ม,1,1,14,0,0,1,3,7,0,3,1,35,24,0,0,0,0
เทศบาลตำบลแม่แฝก,8,13,112,11,2,53,4,60,90,14,13,349,243,2,0,4,0
เทศบาลตำบลแม่แรง,72,39,54,36,0,109,0,110,29,16,35,445,328,0,0,0,0
เทศบาลตำบลแม่ใจ,40,20,22,23,1,50,1,68,9,8,3,88,49,0,0,5,0
เทศบาลตำบลแวงน่าง,0,1,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0
เทศบาลตำบลแสนสุข,4,5,7,4,0,6,0,6,2,2,0,314,1,0,0,0,0
เทศบาลตำบลแสวงหา,13,4,31,4,1,12,0,15,2,4,0,29,43,0,0,0,0
เทศบาลตำบลแหลมฟ้าผ่า,10,1,49,0,1,6,4,13,71,3,1,63,82,0,0,8,0
เทศบาลตำบลแหลมสัก,0,0,16,0,0,1,0,4,12,0,0,54,31,0,0,6,0
เทศบาลตำบลโกตาบารู,4,15,31,16,0,39,1,35,90,7,17,51,43,0,0,0,0
เทศบาลตำบลโกสุมพิสัย,0,2,19,0,0,8,45,13,4,0,2,103,158,0,0,0,0
เทศบาลตำบลโคกกลอย,0,1,3,1,0,0,0,1,0,0,2,2,5,0,0,0,0
เทศบาลตำบลโคกตูม,22,23,69,28,13,59,13,58,36,21,8,223,84,0,0,10,7
เทศบาลตำบลโคกพระ,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0
เทศบาลตำบลโคกม่วง,51,26,207,39,36,40,10,101,7,7,5,296,135,0,0,5,0
เทศบาลตำบลโคกล่าม,0,0,0,0,0,0,0,2,0,0,0,8,3,0,0,0,0
เทศบาลตำบลโคกศรี,0,2,0,2,0,3,0,4,0,0,3,12,8,0,0,0,0
เทศบาลตำบลโคกสะอาด,29,12,5,11,0,23,0,10,10,14,0,151,31,0,0,0,4
เทศบาลตำบลโคกสำโรง,2,2,7,2,2,22,2,19,9,2,0,48,25,0,0,3,7
เทศบาลตำบลโคกโพธิ์,1,1,15,0,0,3,1,11,6,1,0,33,24,0,0,2,0
เทศบาลตำบลโซ่พิสัย,0,9,19,7,1,14,15,61,1,0,9,31,24,0,0,0,1
เทศบาลตำบลโนนตาล,6,3,307,3,0,75,2,64,0,23,0,269,12,0,0,3,0
เทศบาลตำบลโนนบุรี,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
เทศบาลตำบลโนนปอแดง,2,0,2,0,0,6,0,4,0,0,2,7,0,0,0,0,0
เทศบาลตำบลโนนสว่าง,25,3,63,6,12,58,10,61,10,9,2,125,62,0,0,1,1
เทศบาลตำบลโนนสุวรรณ,0,0,0,0,0,0,0,0,1,0,0,13,14,0,0,0,0
เทศบาลตำบลโนนสูง,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
เทศบาลตำบลโป่ง,0,0,2,0,0,0,0,0,1,2,0,6,0,0,0,0,0
เทศบาลตำบลโป่งน้ำร้อน,0,1,1,1,0,2,0,1,0,0,0,13,8,0,0,0,0
เทศบาลตำบลโพทะเล,0,0,14,0,0,0,2,3,3,0,10,0,11,0,0,0,0
เทศบาลตำบลโพธิ์กระสังข์,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
